,content
216,"@Sineadmcgar @FergalBowers Just this pm locked out from visiting my mother as some staff have tested positive. She will die from loneliness &amp; sadness, yr2 of this pandemic. Where are our @HSELive @merrionstreet Leaders? @SageAdvocacy @SarahNiRoibin @AgeAction @merrionstreet @NursingHomesIre @CareChampions2"
217,"To celebrate 25 years of @SSP_DLR, check out the positive impact with real world examples of the work we all do together supporting the #dlrCommunity

See more at: https://t.co/VDVaODnw2W

@AgeFriendlyIrl @AgeAction @connections_ie @ALONE_IRELAND https://t.co/748G5tAFHe"
218,@Miriamcolleran2 @ElaineARoche @IrishHospice @dementiaireland @AgeAction Thanks for RT @ElaineARoche - you're a little onion! 😀
219,"@MaireMTD @ElaineARoche @IrishHospice @dementiaireland @AgeAction Such a lovely idea &amp; really helpful at a stressful time. 

Hopefully this will generate interest 🙏"
220,@Miriamcolleran2 @ElaineARoche @IrishHospice @dementiaireland @AgeAction A brilliant idea! Maybe people could Foster the animals while the patient is hospitalised?
221,@Miriamcolleran2 @IrishHospice @AgeAction No I’m not aware of any - great initiative https://t.co/HDPGfrdQnY Rosie trust
222,"I’m wondering is there an organisation like https://t.co/WfP3vP7ihj in Ireland who foster / care for pets if the owner / pet parent is hospitalised?

@IrishHospice @dementiaireland @AgeAction https://t.co/MQNPX2xfYj"
223,"@siptuhealth @activeirl @AgeAction @whw_hr Poor Brent. (I’m not being sarcastic, trust me). It must be hard to discuss wellbeing when you’re not  fully well yourself."
224,@paddymacc1 @FriendofElderly @AgeAction @Toibin1 Yes!
225,"@paddymacc1 @FriendofElderly @AgeAction @Toibin1 Saw one tested using just tap water, was covid positive. So I question their validity"
226,"#antigen #LFT home tests are advisable for many reasons but they're not cheap, so why are they not available through the medical card for those who are elderly or who simply cannot afford to purchase them from their already strained income
@FriendofElderly @AgeAction @Toibin1 https://t.co/Kfl33XmbSg"
227,"The dlr Grants Scheme is open - and that includes community grants!

Grants for local community groups available in a wide variety of fields 🏡👨‍👩‍👦  Deadline: 28th Jan 2022

For more information see: https://t.co/8wJt8WZVGY

#dlrCommunity @AgeAction @AgeFriendlyIrl https://t.co/0uF11mDCdN"
228,"We especially want to acknowledge all who have been an advocate for residents in nursing homes, people at home needing care packages. @AgeAction @NHQI1 @SageAdvocacy @AdvocacyIre @IrishHospice,no doubt I'm leaving groups out, apologies if I have."
229,@BAYC2745 @psychedelic_nft @AgeAction @Shilaamzah @TheEllenShow
230,"None of the ventilation advice from any government source whether @TheHSA or elsewhere will make any difference to the vast majority of care settings under the remit of the @HSELive unless this advice becomes Mandatory.  
This is a political decision. @AgeAction @NatFedVolBodies"
231,@baldoyle55 @SVP_Ireland @ATDIreland @EAPNIreland @SparkIreland @AgeAction @1familyireland @Barnardos_IRL @ChildRightsIRL Nobody knows.
232,@baldoyle55 @SVP_Ireland @ATDIreland @EAPNIreland @SparkIreland @AgeAction @1familyireland @Barnardos_IRL @ChildRightsIRL Or is it the attraction to free food for some?
233,Really terrific Older Persons projects across #Ireland get pre-Christmas boost from our donors https://t.co/235vAEZ72n @GCNmag @FriendofElderly @HawksWellSligo @AgeAction @Activelink @activeirl #CommunityFoundation
234,@_IHREC @ronancollins7 @AgeFingal @AgeAction @ALONE_IRELAND @talkolderpeople @Age_Matters https://t.co/UxNuNkQHR5
235,"Our Age Friendly Magazine is back for Winter 2021/22! 🤩🗞️

It contains local info &amp; supports, health &amp; wellbeing info, short stories, poetry, recipes, activities &amp; puzzles

More info about the launch at: https://t.co/cSQASksDMR

#dlrCommunity @AgeFriendlyIrl @AgeAction https://t.co/Ep3TW59JMf"
236,@SVP_Ireland @ALONE_IRELAND @irishrurallink @AgeFingal @AgeAction @FriendsElderly https://t.co/fMeCoWeUyC
237,"Gentle reminder to folks on long-term / repeat prescriptions.

Please order them ASAP from your GP.

Out-of-hours (Southdoc) cannot  issue long term px.
@ICGPnews @gpbuddy 
@CorksRedFM @Corks96FM @C103Cork  @irishexaminer @AgeAction @Diabetes_ie @Irishheart_ie @AsthmaIreland"
238,@roselyncarroll @TFIupdates @TIITraffic @Dept_Transport @AccessForAll7 @cyclistie @PedestrianLK @AgeAction @IrishPedestrian @GreenSchoolsIre @NDAIreland @AnneRabbitte @IrishWheelchair @GalwayCycling Ought to be a national legal maximum of 2 seconds from the beg button being pressed until the traffic lights change to amber.
239,"@roselyncarroll @TFIupdates @TIITraffic @Dept_Transport @AccessForAll7 @cyclistie @PedestrianLK @AgeAction @IrishPedestrian @GreenSchoolsIre @NDAIreland @AnneRabbitte @IrishWheelchair @GalwayCycling Greystones up by Tesco and Grattan Park. You can be waiting for 3 minutes, easily."
240,"@roselyncarroll @TFIupdates @TIITraffic @Dept_Transport @AccessForAll7 @cyclistie @PedestrianLK @AgeAction @IrishPedestrian @GreenSchoolsIre @NDAIreland @AnneRabbitte @IrishWheelchair @GalwayCycling Well, in the interim, I've found the fastest 🤣 https://t.co/ePBc0JAXak"
241,@roselyncarroll @TFIupdates @TIITraffic @Dept_Transport @AccessForAll7 @cyclistie @PedestrianLK @AgeAction @IrishPedestrian @GreenSchoolsIre @NDAIreland @AnneRabbitte @IrishWheelchair @GalwayCycling Ooh! Challenge accepted - I have a strong contender near GSK in Boston Manor. 😏
242,@roselyncarroll @TFIupdates @TIITraffic @Dept_Transport @AccessForAll7 @cyclistie @PedestrianLK @AgeAction @IrishPedestrian @GreenSchoolsIre @NDAIreland @AnneRabbitte @IrishWheelchair @GalwayCycling Must be that Apple doesn’t support the earliest iPad any more. 😁
243,@jonnylhaw @roselyncarroll @TFIupdates @TIITraffic @Dept_Transport @AccessForAll7 @cyclistie @PedestrianLK @AgeAction @IrishPedestrian @GreenSchoolsIre @NDAIreland @AnneRabbitte @IrishWheelchair @GalwayCycling @LincsCC_roads And then you only get 6 seconds to cross! And if you don't move in the 8 minutes wait the light might well turn itself off and the cycle have to begin again!
244,"🎁 Over 1200 gift boxes created &amp; filled with thousands of items donated by Sky staff

🎄 Over 30 charities in the UK &amp; Ireland received gift boxes to hand out to their members including @age_uk, @AgeAction, @SolidaritySport, @NishkamSWAT, @NSPCC and many more! https://t.co/m5QQWBC6fX"
245,"@roselyncarroll @JustydGalway @TFIupdates @TIITraffic @Dept_Transport @AccessForAll7 @cyclistie @PedestrianLK @AgeAction @IrishPedestrian @GreenSchoolsIre @NDAIreland @AnneRabbitte @IrishWheelchair @GalwayCycling There’s one on my commute that is clearly synchronised to suit the traffic lights around the roundabout to prioritise drivers, by the time it’s green for crossing, there is never any traffic. I’ll time it next time, I reckon at least a minute."
246,"@roselyncarroll @TFIupdates @TIITraffic @Dept_Transport @AccessForAll7 @cyclistie @PedestrianLK @AgeAction @IrishPedestrian @GreenSchoolsIre @NDAIreland @AnneRabbitte @IrishWheelchair @GalwayCycling The one outside the Dail changes instantly. No reason why any others don’t where they are not part of the traffic signal network. Say the one on the Navan Road, I’ve waited ages there for no reason."
247,"@roselyncarroll @Melaniecycles @TFIupdates @TIITraffic @Dept_Transport @AccessForAll7 @cyclistie @PedestrianLK @AgeAction @IrishPedestrian @GreenSchoolsIre @NDAIreland @AnneRabbitte @IrishWheelchair @GalwayCycling Round our way, @LincsCC_roads are obsessed with staggered crossings - meaning you have to stand and wait TWICE to cross a single road…."
248,"@roselyncarroll @IrishCycle @TFIupdates @TIITraffic @Dept_Transport @AccessForAll7 @cyclistie @PedestrianLK @AgeAction @IrishPedestrian @GreenSchoolsIre @NDAIreland @AnneRabbitte @IrishWheelchair @GalwayCycling Reduce the time waited, reduce to 3 seconds max the Amber, or use flashing Amber. 

This ridiculous Irish thing of more time on Amber than green is encouraging people to late cross on Amber. 

Other places have red/green, no Amber and it works."
249,@EsHuchet @ailbhes @NWCI @AgeAction @NCCWN Thankyou!
250,@johnwenger9 @Orla_Hegarty @irishexaminer @AgeAction
251,@roselyncarroll @TFIupdates @TIITraffic @Dept_Transport @AccessForAll7 @cyclistie @PedestrianLK @AgeAction @IrishPedestrian @GreenSchoolsIre @NDAIreland @AnneRabbitte @IrishWheelchair @GalwayCycling This crossing in my area is *meant to be* 11-31s. It's actually 50s. The engineers are going to fix it. But it should be instant. https://t.co/W89rTnUrro
252,@ailbhes @NWCI @AgeAction @NCCWN That's a tweet for @SchspIN! Check out the article of RTE Brainstorm shared by Ailbhe!
253,@roselyncarroll @TFIupdates @TIITraffic @Dept_Transport @AccessForAll7 @cyclistie @PedestrianLK @AgeAction @IrishPedestrian @GreenSchoolsIre @NDAIreland @AnneRabbitte @IrishWheelchair @GalwayCycling 3 minutes to cross a fairly minor road
254,"@roselyncarroll @TimMorton2 @TFIupdates @TIITraffic @Dept_Transport @AccessForAll7 @cyclistie @PedestrianLK @AgeAction @IrishPedestrian @GreenSchoolsIre @NDAIreland @AnneRabbitte @IrishWheelchair @GalwayCycling Theres a couple of local ones where i walk the dog . i learned the time between stop one flow , and start the other, and if its right timing we  can cross BEFORE the green man comes up"
255,"@roselyncarroll @IrishCycle @TFIupdates @TIITraffic @Dept_Transport @AccessForAll7 @cyclistie @PedestrianLK @AgeAction @IrishPedestrian @GreenSchoolsIre @NDAIreland @AnneRabbitte @IrishWheelchair @GalwayCycling I’ve never understood why a pedestrian crossing light doesn’t change as soon as it’s pressed - “you’d only delay cars” a friend said ,  “I will delay cars when it eventually turns green too” I reply … “good point” he says"
256,@ThirdSectorLab @sallyld @dansutch @scvotweet @wethecatalysts @zoeamar @Marc_WalesCoop @Louisemac @kirstininnes @officialdafc @InspiringSland @AgeAction  is a lovely charity helping the over looked elderly
257,"A hugely successful pilot STEAM Education programme - ""Silver Science"".  Looking forward to more in 2022.
#silverscience #scienceweek #steamkids #STEM #arts 
@DronanMedia, @EdCentreDonegal, @highlandradio   @RRocheNeuro @laoneill111 @AgeAction"
258,"Millions of #OlderPeople around the world have no #SocialPension or reliable income. This is an injustice that @HelpAge is working to address.

Find out in our #AnnualReport how we support older people to benefit from a secure income. https://t.co/a7JiVjVH6p
@Irish_Aid @AgeAction https://t.co/zviNIjn5ug"
259,"The dlr Grants Scheme is open for #dlrCommunity groups!

Grants for local groups available in a wide variety of fields ⚽🎨👨‍👩‍👦

Deadline: 28th Jan 2022

See more &amp; how to apply at: https://t.co/b8KKc8cy2Y

#CommunityFunding #CommunityGrant @AgeFriendlyIrl @AgeAction @DLR_Libraries https://t.co/w5WGCHC7vK"
260,@SharonSmurfit @AgeAction @SVP_Ireland @NCBI Helping Hands Edenmore accepting new toys and gift sets for disadvantaged families
261,@SharonSmurfit @AgeAction @SVP_Ireland @NCBI Oxfam’s Fashion Relief here at back of Frascati- and I’ll even buy you a coffee 🤗🥰
262,"Stay up to date with all things going on in your #dlrCommunity! 🌻😎

Follow our Community page on: @dlrcommunity😊

@DLR_Libraries @dlrArts @DLRPPN @SSP_DLR @LocalGovIre @AgeFriendlyIrl @Lettiemccarthy @AgeAction @ucddublin @SandyfordBID @leo_dlr https://t.co/2nEoOqywcb"
263,"@_MealsOnWheels  @voluntireland  @AgeAction 
@FriendofElderly 

@anna_hedderman  @AMortimerRD2B  @Griffin_AnneC  @SharonKennelly"
264,Anyone know a charity who is accepting stuff for shops ad an easy drop off place ? Doing a clear out !! @AgeAction @SVP_Ireland @NCBI
265,@ailbhes @SageAdvocacy @AgeAction @Womens_Aid Home should be a place of safety for us all … for far too many this is not the case.
266,"I'm disgusted that @TescoIrl removed my clubcard from my online account for grocery deliveries.I'm a pensioner and have been getting weekly deliveries since March 2020 and they're ignoring my calls and emails (Ref :1 3231842)
#COVID19ireland @AgeAction @rteliveline @ALONE_IRELAND"
267,@ailbhes @SageAdvocacy @AgeAction @Womens_Aid The move to digital banking &amp; payments has left many older people feeling very vulnerable. People with bank of Ireland or AIB accounts can do basic banking in posts offices (assuming they are open locally) if they are more comfortable with a personal service.
268,"@abilitywest @age_cycling @AgeAction @AgeFriendlyIrl @shar_nolan @eoghan_clifford @JustydGalway @IrishPedestrian @GCCNInfo @galwayactive Join us this SATURDAY evening at 5pm for the #GalwayChristmasCycle and show your support for Option B for the Salthill Cycleway in 2022!🚲🎄🎅🎶

📅 Sat 18 Dec
📍 Millennium Park

It's the most wonderful ride of the year! #iBikeSalthill

Register at https://t.co/4CeVsN3AdM https://t.co/tC3V34dWNs"
269,@ailbhes @MargaretEWard @SageAdvocacy @AgeAction @Womens_Aid The number of elderly women being pressured by sons / daughters to surrender title to their homes feels like its increasing.  Nobody ever asks their father to transfer title and move into the garage !
270,Worrying findings in @SageAdvocacy report: women more likely victims of crime than men + sharp increase in domestic &amp; financial abuse during #Covid  #AgeingEqual #16DaysofActivism @AgeAction @Womens_Aid https://t.co/vF8G8ZuKth
271,"Information about safeguarding your money and budgeting.
@MABSinfo @DublinSouthMabs @Postvox @creditunionie @BPFINews @LouiseBpfi @AgeAction @IASW_IRL @Sineadmcgar @Safeguarding_ie @SafeguardingSe 
https://t.co/8XsebotZU0"
272,"VHI &amp; Laya should offer home-care in their policies for older people who already pay a mandatory charge for fertility care. Even if IVF babies become carers in 20 years' time, it will be no use to the poor divils who paid for them as they will be dead. @CarersIreland @AgeAction"
273,@JohnHowardIRE @SiveMusic @PantiBliss One definitely for @IE_OlderPersons @ThirdAgeIreland  @talkolderpeople @IrishSeniors @AgeAction @maureengaffney
274,"Two 99s. 
This From Today’s @VirginMediaNews 
@MichealMartinTD 
@AgeAction 
@AgeFriendlyIrl 
@ALONE_IRELAND https://t.co/2Xromhu1uw"
275,"Insulting and probably discriminatory. @Aldi_Ireland,@lidl_Ireland,@rtenews,@AgeAction https://t.co/o0IvRzSt6e"
276,"Happy birthday to twins Joan &amp; Kay all of 99 today. 
See @VirginMediaNews @5.30 
@AgeAction https://t.co/oDUbzhKGu6"
277,"This is worrying - especially with legalised euthanasia on the horizon. This man should have been given every chance to live. Instead, the people in charge of him took the decision to end his life @AgeAction @safeguardingire @RonanMullen @IrishHospice  https://t.co/o26vEtozmG"
278,@lomanbrophy @lizzienugent @davidmcw @talktoBOI @comreg Exactly. You are not alone! We need more focus on this issue.I’ve spoken to @AgeAction about it and they advocate lobbying politicians for legislative change.
279,"Yes! We need to see more older women everywhere.
#AgeingEqual #OlderWomenRock @NWCI @AgeAction @NCCWN https://t.co/ZdlT555CM3"
280,@DubCityCouncil @housingdcc @housing_in @RespondHousing @DubRentWatch @dccprivaterent @TCDAccomm @TheUSI @buysocialie @socentie @Rethink_Ireland @AgeFriendlyIrl @Aldi_Ireland @rteliveline @SielBleuIreland @Jacinta43592182 @DeirdreMortell @roinnslainte @DeptHousingIRL @AgeAction
281,"With dark and colder nights upon us, check out these top tips from An Garda Síochána on how to prevent crime and stay safe during the winter months ❄️🏠

👮 Hear from Sergeant Malone here: https://t.co/VoxM7Y1XRL

#dlrCommunity #StaySafe @AgeFriendlyIrl @AgeAction"
282,Every comment @jerosullivanRK  has got in about this is vehemently opposed to this plan. @natpolicy of @AgeAction says it will be particularly unfair to many older people. https://t.co/lNmHB6EXO3
283,"The consultation deadline on the review of Ireland's equality legislation is 5pm ✨today✨.

Can anyone point me towards submissions from orgs/individuals?

(cc @DW_Ireland @masi_asylum @merj_ireland @TENI_Tweets @PaveePoint @AgeAction)

More info: 
https://t.co/aUToJIfKXa"
284,Looking for a more meaningful Secret Santa gift? Why not donate on behalf of a loved one – you’ll be sending a gift with real impact to them and to an older person in Ireland! https://t.co/8ZwCk8mlnb https://t.co/X4FJ0w8uXj
285,@AgeAction @AgeFriendlyIrl   have you guys any suggestions as to how @AIBIreland can improve their service for the elderly??? They dearly need some advice
286,"@AgeAction @FriendofElderly  @ALONE_IRELAND 
A thread for you to read
⤵️ https://t.co/bh3zisinuG"
287,@AdvocacyIreland @CarersIreland @CareAllianceIrl @AgeFriendlyIrl @Age_Opp @AgeAction @ALONE_IRELAND Appreciate RT🙏
288,"Planning Ahead – Financial https://t.co/6ujZ5eaOP9 via @YouTube 

@AskAIB @AIBIreland @BPFINews @brianhayesBPFI @creditunionie @MABSinfo @AgeAction @alzheimersocirl"
289,@frpaddybyrne 1890 &amp; 1850 numbers are being switched off on in January. I believe @bodywhys are now using 01-2107906 &amp; @AgeAction 01 4756989.
290,Please share @activeirl @Age_Opp @tilda_tcd @ThirdAgeIreland @FriendofElderly @Carmichael_IRL @The_Wheel_IRL @CommunityFound @alzheimersocirl  @IrishHospice @pobal @safeguardingire @MSIRELAND @AgeFriendlyIrl @AgeFriendlydlr @LibrariesIre @ageAction https://t.co/p1ZLH6sudv
291,"seen online.

eir partners with Age Action and Age Friendly Ireland to create specialised ‘age friendly care’ | Age Action https://t.co/44bTet1ePV via @ageaction"
292,@Sabina_Brennan @Ciaraioch @AgeAction @bealtaine I think you’ve really intentionally misunderstood the tweet and how lighthearted it was. Pointing out clothes that can sometimes worn by women over 60 isn’t ageism and this tweet is not as big a deal as you are trying to make it out to be.
293,https://t.co/GJnERWt5OS
294,https://t.co/oKqhnapd8B
295,"#Ageism affects people of all ages

Want to learn more about ageism and age equality?

Read https://t.co/t4Rw4JTEEj

#AgeEquality
#AWorldForAllAges https://t.co/npOCoZ83fl"
296,"@paulreiddublin @gavreilly @Mark_Coughlan @ZaraKing @CMOIreland @AgeAction @PresidentIRL Healthcare workers &amp; age cohorts, cases per 100K, weeks 37 to 47 👇

Cases for hwc week 47 based on 8 days, so is probably lower, was not available on HPSC weekly report when graph was compiled.

Boost the older &amp; vulnerable ASAP, omicron might just bite even harder! https://t.co/ysldU69Lzy"
297,@ah_shur_look_it @Ciaraioch @AgeAction @bealtaine No because you said you wouldnt check out the IHREC website to learn about ageism as a human rights issue. You know nothing about me and my work but felt fine about calling me out.
298,@ah_shur_look_it @Ciaraioch @AgeAction @bealtaine Well if you’ve no interest in human rights and equality then I can do no more. You’ve no interest in understanding the issue just dissing me because I advocate for them.
299,@ah_shur_look_it @Ciaraioch @AgeAction @bealtaine I did answer your question I explained that she stereotyped on the basis of age that is ageism. If you think it’s funny that’s your prerogative as I said if you can’t see the ageism I can’t make you. Maybe a visit to https://t.co/L8D42gZsfH might enlighten you.
300,@Sabina_Brennan @Ciaraioch @AgeAction @bealtaine All humour is a bit offensive to somebody. Take it the way it was meant.
301,"@paulreiddublin @gavreilly @Mark_Coughlan @ZaraKing @CMOIreland @AgeAction I've added % people hospitalised for each age group, dropping in boosted but still very high for older groups.
 
Hospital &amp; death risk rises exponentially with age.

Protect/boost the vulnerable/older ASAP to save lives &amp; prevent suffering.

@PresidentIRL https://t.co/eE3h02B613"
302,"@ah_shur_look_it @Ciaraioch @AgeAction @bealtaine She stereotyped women over 60 totally on the basis of age for a cheap laugh that's classic ageism
Ageism is a very serious issue &amp; making these kind of jokes acceptable is a big part of the problem I am not reaching scientific research shows how damaging it is &amp; a need for change"
303,"@ah_shur_look_it @Ciaraioch @AgeAction @bealtaine Have a read of this article to see how negative stereotyping impacts on health, mortality and healthcare - ageist jokes are not harmless https://t.co/kX3Vm9qNhS"
304,"@ah_shur_look_it @Ciaraioch @AgeAction @bealtaine As I said please educate yourself about the impact of ageism - Do you think the 'othering' of people of colour or of 'LGBTI"" people is acceptable - then why is it acceptable to you to 'other' people on the basis of age - Stereotyping leads to prejudice &amp; discrimination"
305,"@paulreiddublin How groups are doing relative to the tide of infection 👇.

""healthy care workers"" doing best since w40, thanks boss. 😉

85+, going well.

Pity about some of older groups (very high risk) still overdue a booster.

@gavreilly
@Mark_Coughlan 
@ZaraKing 
@CMOIreland 
@AgeAction https://t.co/zOnz0RV5ie"
306,"Up for washing rest of glasses, updating my lappy, booze n food shopping,  recycling my last of the empties and finally relaxing time with folks 
75.77km out of 65km completed 
#ageaction  #big65  #novemberchallenge https://t.co/g2jVl9FkzD"
307,What Is Adult Safeguarding? https://t.co/nqzzP0Y7Dh via @YouTube @IrishHospice @irishrurallink @AgeAction @creditunionie @DubCityCouncil @corkcitycouncil
308,"There are 30% of the 70-79s not boosted while 120,000 under 50 are?

How does this make any sense, given case hospitalisation rates by age?

Prioritise Better

@paulreiddublin
@CMOIreland
@MccallionDamien

@Mark_Coughlan
@AgeAction
@VirginMediaNews
@newschambers
@DonnellyStephen https://t.co/ynVXctfafT"
309,"Do Nursing Homes have adequate NPI measures against Covid eg air filtration? 
Does this come under Natl Policy for Safeguarding Vulnerable People- specifically freedom from institutional neglect? 
(Note- unintended neglect is still neglect). @Orla_Hegarty @AgeAction @hpscireland https://t.co/QKK4iq7VB2"
310,Dedicated phone line for @eir customers who are over 65. @Age_Opp @AgeAction @age @CorkCityPartner https://t.co/xf4PUlCK8R
311,"@Orlaodo I'm sure @AgeAction would be able to help on this... 
 https://t.co/YlNYfUmE7i"
312,Well done @eir Delighted with this collaboration with @AgeAction. #Listening to the voice of older people through the national network of older peoples councils #responding https://t.co/A592RI0wUR
313,"@PPI_Ignite_UCC @CarersIreland @ISS21UCC @carolkelleher3 @ihartigan Delighted to be part of this event. Hoping some of our member orgs can make it @AgeAction
@abilitywest
@ABIIreland
@Aspire_Ireland_
@ArtaneCoolockRC
@Arthritisie
@alzheimersocirl
@BallyfermotStar
@baile_mhuire
@barnardos @bodywhys
@CareBright1
@childreninhosp
@IrelandCheshire"
314,This might be of interest to members of @LAIpublic @LAIonline @AgeAction @CRAOL and other non-profits with an interest in #medialiteracy https://t.co/HGBNDbWIxq
315,"Talking about #ASociety4AllAges on @activeirl podcast, The Old Country https://t.co/OaUzSGCs8n. Participants include @AgeAction, @Age_Opp, @icsg_nuig, @tilda_tcd. 

Thanks @TheKavOfficial for asking me onto episode 11.

Follow @UNDecadeAgeing for more info."
316,"@ccferrie @MartinaCallanan @FHmediastuff @ShivajiShivaLaw @VoicesCassandra @IBIKEDublin We still haven't got a loan of an @AgeAction bicycle and brought it down and brought Dervla for a ride around Lismore, though"
317,"Up for washing my plastic cups and visiting my sis 
62.64km out of 65km completed 
#ageaction  #big65  #novemberchallenge https://t.co/aO7EKE2Sd4"
318,"For to see my hot Romanian boyfriend mmmmm, then #FilmFriday with #dune topless scene with Timothee mmmm oh baby and finally the hot gay kiss in #Eternals mmmmm yeah.  
59km out of 65km completed
#ageaction  #big65  #novemberchallenge https://t.co/8l8UFRqW3t"
319,Our thanks to @nearfm for covering our launch.  @Age_Matters @AgeAction @ALONE_IRELAND @FriendsElderly @CLMirl @flacireland @jimjglennon @spiritradioire @TASCblog @davidhall75 @IE_OlderPersons @_IHREC @citizensinfo @NS_Partnership @theILDN @ronancollins7 https://t.co/22RDokvSjp
320,Calling voluntary community services📢@mealsonwheelsie @voluntireland @AgeAction @FriendofElderly
321,"Up for meeting my aunt(nun), then onto my booze n food shopping, finally washing of my plastic cups 
42.9km out of 65km completed 
#ageaction  #big65  #novemberchallenge https://t.co/3gk6K5uAan"
322,"Up for continuing to wash my plastic cups, putting rubbish out and eventually paying a visit 2 my sis 
25.52km out of 65km completed 
#ageaction  #big65  #novemberchallenge https://t.co/HY5fTnyGgO"
323,"Strongly recommend this guide from @flacireland. Key opportunity to submit to consultation on equality legislation, including age ground @AgeAction @activeirl @Age_Opp https://t.co/KwKIYhJaFO"
324,"Today we are participating in @UNECE seminar on Ageing in the Digital Era

We believe that #DigitalFirst should not mean #DigitalOnly

Read our policy brief here https://t.co/Xryn9eQxR6

#AgeEquality
#DigitalInclusion https://t.co/6I05Rkyh3Y"
325,Calling all voluntary and community services! @mealsonwheelsie @voluntireland @AgeAction
326,"Calling voluntary community services
@mealsonwheelsie 
@voluntireland
@AgeAction
@FriendofElderly"
327,"We would like to hear from voluntary community services about their role recognising #malnutrition
@AgeFriendlyIrl @FriendofElderly @ALONE_IRELAND @AgeAction @activeirl Please RT https://t.co/JJOtOQiiTQ"
328,"Stay up to date with all things going on in your #dlrCommunity! 🌻😎

Follow our Community page on: @dlrcommunity😊

@DLR_Libraries @dlrArts @DLRPPN @SSP_DLR @LocalGovIre @AgeFriendlyIrl @Lettiemccarthy @AgeAction @ucddublin @SandyfordBID @leo_dlr https://t.co/OKc5eQZnU0"
329,"@DrVdelaFuente @HelpAge @IntFedAgeing @ILCCanada @AgeAction @UNDecadeAgeing @UN4Ageing @AGE_PlatformEU @Youth_Forum @UN4Youth @unicef_es My horizons can only be limited if I allow it, I choose not to 🙂"
330,@agefriendlydcu @housingdcc @roinnslainte @Safeguarding_ie @slaintecare @AgeFriendlyIrl @DeptHousingIRL @socentie @AgeAction @ALONE_IRELAND Thank you very much! Looking forward to popping in to you in the New Year 🤞
331,@ShareandCareOrg @housingdcc @roinnslainte @Safeguarding_ie @slaintecare @AgeFriendlyIrl @DeptHousingIRL @agefriendlydcu @socentie @AgeAction @ALONE_IRELAND Thank you @ShareandCareOrg  Looking forward to hopefully seeing you in Dublin in 2023 🤞 #7WHCIRL
332,"With dark and colder nights upon us, check out these top tips from An Garda Síochána on how to prevent crime and stay safe during the winter months

Hear from Sergeant Malone here: https://t.co/VoxM7YjyJj

#dlrCommunity #StaySafe @AgeFriendlyIrl @AgeAction"
333,@THEHomeshareIE @housingdcc @roinnslainte @Safeguarding_ie @slaintecare @AgeFriendlyIrl @DeptHousingIRL @agefriendlydcu @socentie @AgeAction @ALONE_IRELAND Congratulations and well deserved 🍾🎉🍾
334,"@THEHomeshareIE @housingdcc @roinnslainte @Safeguarding_ie @slaintecare @AgeFriendlyIrl @DeptHousingIRL @socentie @AgeAction @ALONE_IRELAND Congratulations, well deserved."
335,"Dance like nobody is watching...

Prof. @RoseAnnKenny1 on the many benefits of #dancing on brain health! @tilda_tcd 

@MaryButlerTD @safeguardingire @AgeAction @activeirl @ALONE_IRELAND @OlderPersonsSV1 https://t.co/zPx8EU0cnh"
336,"Can't say we are surprised! The link btw #Creativity and brain health explained by Prof. Kenny @TCDGerontology @irishgerontsoc @tilda_tcd 'Creative Activity in the Ageing Population' webinar. 

@MaryButlerTD @safeguardingire @AgeAction @activeirl @ALONE_IRELAND @OlderPersonsSV1 https://t.co/RrR9pfe5Xj"
337,Not good enough that many of these care centres remain closed @AgeSector @AgeAction  https://t.co/VHZ3TSGpWS via @SouthernStarIRL
338,Important advice from @ronan_glynn on why and when to use antigen testing @HsehealthW  @citizensinfo @IrishSheds @IrelandICA @MummyPages @RollerCoasterIE @MentalHealthIrl @Diabetes_ie @Irishheart_ie @IrishCancerSoc @AgeAction @ALONE_IRELAND @SpunOut @JigsawYMH https://t.co/3BG28nOEZF
339,The benefits of walking @GetIreWalking @100DaysOfWalkin @IrishSheds @IrishDentists @idna_irish @IrishHygienists @DDUH12 @dental_cork @Irishheart_ie @IrishCancerSoc @Diabetes_ie @MentalHealthIrl @alzheimersocirl @ALONE_IRELAND @Age_Opp @AgeAction @SpunOut @HsehealthW @roinnslainte https://t.co/06uwy4YQNL
340,"@tilda_tcd @creativeirl @RoseAnnekenny1 @SiobhanScar @TBanotti @roinnslainte @hrbireland @IrishLife @atlantic @Age_Opp @ALONE_IRELAND @activeirl @FriendofElderly @AgeAction @AgeFriendlClare @GayeMoore
@DonaldsonMoyra"
341,"Pls share; @AgeAction @FriendofElderly @DublinInquirer @paddycosgrave @rwang0 Harry, we used to communicate via tweet; now his son is on Twitter. Never lose hope if u get sick, debilitated or even old, virtual community is there for u. U don't have to compete @PhelanVicky Peace f"
342,"On #safeguardingday21 find out more about Financial Abuse - what it is and what you can do about it.

https://t.co/CTB9kCgTCS"
343,"👷🏻‍♀️👷🏽 @AgeAction offers Care &amp; Repair, a free nationwide service carrying out jobs in the homes of older people who are being or have been discharged from hospital 🧰🔧➡️ https://t.co/K3yjBAxgwY

#Longford #YourCouncil @Longfordlibrary @CivilLongford @LongfordPPN @AgeLongford https://t.co/2BwmNQ4NBV"
344,"Safeguarding is – Upholding Our Rights

Safeguarding is – Respect for my Rights

Safeguarding is – Everybody Preventing Adult Abuse

Safeguarding is – Services and People Together

https://t.co/890cdnFIzp
#safeguardingday21"
