,content
206,"Covid-19 pandemic forced @user_rapid   to think differently about how to bring people ‘together’ for the @heroes_eu  co-creation workshops in the last few months. Read more &gt;&gt; https://t.co/GJPj21O1z1

#AWorld4AllAges  #activeageing #heroesproject #caretech #socialimpact https://t.co/tDc8TtwDN8"
207,"#EWAHA2021
As people become #older, they need higher social and #health care levels. By 2070 the public is likely to demand better quality health and this is a major cause of higher price along with non demographic cost and staff costs.
#ActiveAgeing

@Resilien_T"
208,"Beautiful endings in yesterday's @Dance_to_Health session ❤️

@AesopHealth @AgeFriendlyShef @ageuksheffield @Sheffieldis @movemoresheff @AgeofCreativity @CohesionSheff @PeopleDancingUK #fallsprevention #creativeageing #inclusivepractise #dancetohealth #activeageing #JOY https://t.co/aZtfbwwggg"
209,Paper: Comparative analysis of national and #regional models of the #silvereconomy in the #EU https://t.co/i9YwkeOiPR #silvereco #AAI #activeageing #ageing #aging #index #development #capitalism #welfare #compol
210,"Did you know that half of all GP appointments are now done over the phone or as a video call?

When was the last time you saw your GP face-to-face? Do you miss being able to have normal appointments? 

#Moveitorloseit #GPappointments #HealthyAgeing #Ageing #ActiveAgeing https://t.co/hngcJsuUXO"
211,"Contributing to the active ageing and autonomy of people through public procurement of innovation. Don't miss the article about @PROCURA_innov by @ArrizabalagaIon. 

https://t.co/WzGaiLjvlA

#ExpertAQuAS #innovation #ageing #procurement #pcp #activeageing #healthcare"
212,#fallsprevention #strengthandbalance #osteoporosis #activeageing #physicalactivity #osteoporosis
213,"Chapter ""#Creative #Aging, Drawing on the #Arts to Enhance #Healthy Aging"" - In: Encyclopedia of #Geropsychology https://t.co/GhX3SDDDfD #artfulaging #activeageing #ageing #creativity"
214,"We spoke with Antoinette at The Whitecross Centre Mature Movers session, she's relatively new to the group and is LOVING being a part of it 💛💙

For more details on how you can join, email community@warringtonwolvesfoundation.com 

#ActiveAgeing #StrictlyComeDancing https://t.co/7Do1rTX5jh"
215,"#AAL Citizen Accelerator #Hackathon kicked off: is a #loneliness epidemic ongoing?
A much needed initiative by @PoloTecAA at @EWAHA2021: thanks for inviting us along w/ many friends &amp; colleagues across #activeageing community @AFEdemy @ErasmusMCPH  @PlatformUptake @isfteh https://t.co/6tHBd40hn4 https://t.co/hC97U9x9HX"
216,"If Serita can, YOU can! Get dancing with #Powerplate
#powerplatenz
#movebetter
#feelbetter
#livebetter
#activeageing https://t.co/eSQrGkLSd9"
217,"If Serita can, YOU can! Get dancing with #Powerplate
#powerplateaustralia
@NovoFitAus 
#movebetter
#feelbetter
#livebetter
#activeageing https://t.co/mJb6wblkca"
218,#ActiveAgeing in Moldova! Digital inclusion is about everyone! https://t.co/M4A7Z5UPdw
219,"Happy in retirement? 

Did you know that 1in5  British people aged 65-69 are still in employment? Are you retired? How have you made the most of your retirement?

#Moveitorloseit #Ageing #HealthyAgeing #HappyAgeing #ActiveAgeing ##retirement https://t.co/TFhWFgCuUr"
220,"The #ErasmusDays are kicking-off today🎉

EuropeActive is involved in several @EUErasmusPlus funded projects as a coordinator: #ActiveAgeing Communities, National Fitness Day for Europe, Fair+ &amp; Fitness on the Move projects!

Find out more ➡️https://t.co/i0tZRdOxol

#EuropeActive https://t.co/TG45IOUKUR"
221,Invecchiamento e Digitale @AressPuglia alla Settimana Europea di Regioni e Città - QuotidianoSanità https://t.co/ZEIy5BDf3o via @QSanit @EUREGHA @EU_CoR @dubravkasuica @BSacredeus @JaroslawDuda @marsemo @RaluPainter @PiretHirv #healthyageing #activeageing #DigitalTransformation
222,"#ActiveAgeing;
🔺 promotes healthy living of the elderly population,
🔺 helps improve the quality of life, and independence and happiness, of older adults. 

@activeageingfes ℹ️⤵️ 

#BeActive #PhysicalActivity #NowWeMove https://t.co/k5WUXW6olE"
223,Invecchiamento e Digitale @AressPuglia alla Settimana Europea di Regioni e Città - QuotidianoSanità https://t.co/yx7clbzKmP via @QSanit @EUREGHA @EU_CoR @dubravkasuica @BSacredeus @JaroslawDuda @marsemo @RaluPainter @PiretHirv #healthyageing #activeageing #DigitalTransformation
224,"Most older adults 🧓🏾don't know they have a choice. 
⚽️ smart, adjusted #PhysicalActivity programmes,
🛋️ or sedentary lifestyle.

We need public #health policies &amp; cross-sectoral collaboration to get the #ElderlyPopulation moving.

#BeActive #ActiveAgeing https://t.co/MOYRZPABQI"
225,"Here is Olga showing us all how to perform a one leg balance with a 30 second hold, reducing support of the chair and challenging her balance throughout.

Great work Olga!

#yourhealthnorfolk #fallsprevention #strengthandbalance #yourhealthmatters #activeageing https://t.co/TJWBdYJhrf"
226,Never too old to be a Rocketman! @WilliamShatner - Flying high at 90! #inclusive #activeageing #StarTrek #boldlygo https://t.co/CrmSnWXFCn
227,"Excited to be presenting later https://t.co/BEOVWEXZoG on our film #ThisIsHowGorgeousItFeels #ThirdBiteDance @50_CDS &amp; the role of dance in #HealthyAgeing
@EnableUsProject @YorkskhireDance
@AgeBetterSheffield #ActiveAgeing #CreativeAgeing @LucyHaighton"
228,"Chapter ""Diversity of #Ageing #Policy Concepts"" https://t.co/Dsro9k674L #springerlink #publicpolicy #publicpol #ageingpolicy #activeageing #activeaging #aging #ageinginplace #empowerment #healthy #intergenerational #positiveageing #productive #successful #theory"
229,"Here's our wonderful instructor, Belinda, getting everyone moving at a #MoveitorLoseitClass in Ware! Our classes have been developed with experts in #activeageing to help #olderpeople to stay active &amp; strong. To find your local class go to https://t.co/fb0evhP2ab 
#Moveitorloseit https://t.co/yYtckeSgy2"
230,"Sore back?
Research says that the best thing is to move.
By strengthening your core and back muscles, it can go a long way to treat and prevent back pain.
#AgeingWellNZ #ActiveAgeing #HealthyAgeing #Backhealth https://t.co/egLk8oh9l0"
231,"Contributing to the active ageing and autonomy of people through public procurement of innovation, article de @ArrizabalagaIon sobre el projecte @PROCURA_innov dins de la sèrie #ExpertAQuAS.

https://t.co/WzGaiLjvlA

#innovation #ageing #procurement #pcp #activeageing #healthcare"
232,"@tpasengland You may also be interested in our @HLINComms' #HAPPIhour session tomorrow afternoon at 4pm, #Passivhaus for #ActiveAgeing at https://t.co/RrO74MCBTd https://t.co/FVLU2Hy2iV"
233,"Did you know research shows that reading #goodnews stories helps decrease our levels of #stress &amp; #anxiety? And, when we read stories about kindness, our trust and hope in humankind increases? Isn't that amazing! 

#Moveitorloseit #MentalHealth #PositiveAgeing #ActiveAgeing https://t.co/wQCkKOT8MT"
234,"Don't forget the elderly 💜. #MentalHealthDay 

🔹Loneliness and social isolation in older adults are serious public health risks.

🔹15% of adults aged 60+ suffer from a mental disorder.

Socialization thr/ #sport can help. 
#ActiveAgeing @EuSport @MHESME #MentalHealthMatters https://t.co/JOLCrLgwNU"
235,"The secret to heart health...

Did you know the latest research into heart health shows that having five friends, one pet and 250 fewer calories a day is the key? How many of those boxes do you tick? 

#Moveitorloseit #Hearthealth #Heartdisease #HealthyAgeing #ActiveAgeing https://t.co/EiWGzx4AHm"
236,"Proud of team. Proud of making a positive difference in residents wellbeing.  Waving the innovative @AnchorLaterLife
Flag high at local property awards. #activeageing #socialprescribing #laterlife #retirementcommunities

https://t.co/6i5VZqyIJ4"
237,"Contributing to the active ageing and autonomy of people through public procurement of innovation. Don't miss the article about @PROCURA_innov by @ArrizabalagaIon. Must read!

https://t.co/WzGaiL1TX0

#ExpertAQuAS #innovation #ageing #procurement #pcp #activeageing #healthcare"
238,"It's #NationalPoetryDay and we couldn't think of a better way to celebrate than share this fabulous poem from our fantastic #MoveitorLoseit ambassador Ann. 

#Moveitorloseit #Annspoem #Ageing #HealthyAgeing #ActiveAgeing #HealthyAgeing #whataninspiration #WeloveyouAnn https://t.co/tUgZIpdcRL"
239,"There are over 400 risk factors for falls, but most of them are modifiable and there are ways we can reduce the risk.
Visit our website for more information https://t.co/VhbRKA6kaw

#yourhealthnorfolk #fallsprevention #yourhealthmatters #strengthandbalance #activeageing https://t.co/CpVXviGkr1"
240,"Such a great piece to work on! Watch the young and 'young at heart' team up for @hosp_research to show their dance, fitness and art skills for Active Ageing Week  🤩 #MoveYourWay #ActiveAgeing
https://t.co/kqcIIDOBTM"
241,"#ThirdBiteDance ready for 'Lost At Shore' on Saturday night with @fishpiecab

Get tickets @theatredelishef

@sheffieldis @EnableUsProject
@AgeofCreativity @AgeBetterSheff #50cds #50andactive #activeageing #creativeageing #over50sdance #olderdancers #olderperformers #JOY https://t.co/72rMeI6byr"
242,"Today for #activeageingweek we'd like to focus on Dementia &amp; the role exercise has in preventing it. We have all heard of it, but how much do we know? 
Regular exercise is hugely effective in preventing dementia, hence reducing your risk. #dementia #activeageing #wednesdaywisdom https://t.co/qHH6mun2xK"
243,"it is #wednesdaywisdom and for #activeageingweek we are sharing tips on 
#activeageing and #positiveageing to aid you or others to age better. Remember, there is no better time than now to implement these tips into your daily lives to better your ageing journey. ☺️ https://t.co/UzSIutwYLq"
244,@kathryntarn @MelissaWaugh6  this one might interest you and your teams 👍 #ActiveAgeing #everymovementcounts https://t.co/RQNCqr6vEj
245,"On the International Day of Older Persons, the IAF team of @ost_fh  engaged people of all ages in meaningful conversations and presented @heroes_eu , in the main square in St. Gallen! 

#AWorld4AllAges  #activeageing #heroesproject #caretech #socialimpact https://t.co/P2xlWeRbo5"
246,"The 5th ISPAH and @WHO
Webinar series on “WHO Guidelines on physical activity and sedentary behaviour: Translating science to practice” is coming Nov 3rd!

#ActiveAgeing #EveryMoveCounts!
🗣 @CathieSherr &amp; Marcia Rodrigues

Information and registration:  https://t.co/48jaE1EP9A https://t.co/DW6kZbza03"
247,Today we conclude our 3-day open-air photo exhibition on active &amp; healthy ageing - about 30 photographs 📸 of the local older people leading an active lifestyle have been exhibited on the Baku Seaside Boulevard over the past few days. #ActiveAgeing @sosial_gov_az @unfpa https://t.co/d73qEZNT3R
248,"✅@EuShafe September 2021 Newsletter is here!
🔸EU_SHAFE co-created response to the EU Green Paper on Ageing
🔸Main events of the 4th semester
📣&amp; more
🗞Read the full newsletter here: https://t.co/xjkQXW14IT 
#EU_SHAFE #AgeFriendly #AgeingWell #SHAFE #ActiveAgeing #HealthyAgeing"
249,"V Teniškem klubu Krško so nam pokazali, kako se igra pickleball. 🏓🎾

Krepimo socialno vključenost in ozaveščamo o pomenu telesne dejavnosti starejših prek igre pickleball. 
@EUErasmusPlus projekt RISE - Racket for integration of seniors

#sports  #ActiveAgeing 
Video: TK Krško https://t.co/r2ok7mxkUq"
250,#healthyageing #activeageing it is not the years but the life https://t.co/52FjkbCw39
251,"Oletko kiinnostunut edistämään ikäosaamista ja aktiivista ikääntymistä? Tutustu uuteen tulossa olevaan ylemmän ammattikorkeakoulun Master-tason koulutukseen, jossa tullaan tekemään eurooppalaista yhteistyötä. @Karelia_amk #ikäosaaminen #activeageing  https://t.co/JhwCOPSN6k"
252,"Thank you to all of today’s #ActiveAgeing conference attendees for joining and engaging with us. We hope you leave today feeling inspired, with lots of practical ideas for how you may wish to get active yourself or help others. #ActiveAgeing"
253,Time now for our final #MyAgeCan Champion to take to the stage. Susie will now share her story around keeping active in later life 🏆#activeagingweek #aaconf #activeageing
254,"From taking part in walking basketball to rugby and table tennis, Kevin truly reaps the benefits of #ActiveAgeing.  Next, we hear his advice around volunteering in later life. 🎙 https://t.co/zWAdUDE22K"
255,Some really insightful discussions and great questions being asked at today's ‘Don’t Let Age Stop You’ conference. #ActiveAgeing https://t.co/ElLiUGtMCZ
256,"At the same time, Marc Scriven will be imparting his wisdom around the ageing body.  #ActiveAgeing  #AAConf https://t.co/9Zw5VvtQw9"
257,"Our ‘Don’t Let Age Stop You’ conference is underway! We are so pleased to be joined by some fantastic guests sharing their insights, knowledge &amp; experiences around #ActiveAgeing @muirgray @Worcester_uni  @ICOPEworcs https://t.co/yN3PdAoHjE"
258,"This week is Active Ageing Week and it's time to get moving. This article has some tips to get your residents active.

https://t.co/oceL9F2e36

#activeageing #exercise #elderlyexcerising #agedcareactivities https://t.co/bfRG8m2XAh"
259,"1 day to go until #activeageingweek 
#activeageing is about creating awareness of the benefits of exercise later in life and encouraging others to join in to reap these benefits! Keep an eye on our social medias this week to find out more #activehw #benefitsofexercise
 @AWW_ICAA"
260,"We offer our Falls Awareness talks to local community groups across Norfolk to raise awareness around falls. 

If you would like to find out more about booking a talk then contact us today 01603 339026

#yourhealthnorfolk #fallsprevention  #activeageing #fallsawareness https://t.co/QnsMBhG33l"
261,"Are you getting enough fibre? 

It's vital for your #hearthealth &amp; #digestion. One simple way to up your #fibre levels is to leave the skin on your potatoes &amp; other root veg when you're cooking your #Sundayroast. 

#Moveitorloseit #HeathyAgeing #ActiveAgeing #HappyAgeing https://t.co/mtgT8JGGit"
262,"Further evidence that rather than  fearing ageing, embrace activity that will help you to enjoy it! #ageproud #strengthtraining #activeageing  
@Strength4_Life https://t.co/3p28xn1aCX"
263,"Looking forward to presenting for the Ageing Asia 2021 - World Ageing Festival, October 7, in Singapore (presenting virtually).
Learn more at https://t.co/KuzQtu1MlB

#wellness #activeageing #activeaging #agingwell #wellness #worldageingfestival #ageingasia #aaif @icaanews https://t.co/XmAgNnpry1"
264,"It's so wonderful to see our class in Bridge of Weir back together after 17 months apart! Our classes have been developed with experts in #activeageing to help #olderpeople to stay active &amp; strong. To find your local class, go to https://t.co/bVzUZY5ZGZ 
#Moveitorloseit https://t.co/c4jGK8spRq"
265,Just had a read of the full blog.  What a fantastic celebration of older people taking part- the joyful faces  say  it all! #loveparkrun #activeageing https://t.co/R87pGyMe2Y
266,"Don't miss the second edition of the European Week on Active and Healthy Ageing!
Register now.
#EWAHA2021 #ActiveAgeing #HealthyLiving #AAL https://t.co/cjVF6kKNmG"
267,"The International Day of Older Persons is an opportunity to highlight the important for Older adults to #BeActive According to the guidelines by @WHO they should do at least 150 minutes of moderate-intensity aerobic #physicalactivity throughout the week  
#ActiveAgeing
#NowWeMove https://t.co/pWutxSY8CB"
268,@EBRDBiljana @UNFPA @EBRD @EBRDAngela_Sax @EBRDgender Thank you @EBRDBiljana for sharing @EBRD work in integrating older persons into the labour market. Such programmes promote #ActiveAgeing and empowers older #women and #men for resilient demographic countries.
269,"🔴Biljana Radonjic Ker-Lindsay, Associate Director @EBRD 🇬🇧 joined our #IDOP2021 online conference in🇲🇩Moldova. Listen now to @EBRDBiljana &amp; find out more about economic participation of older workers.
#ActiveAgeing #OlderPeoplesDay @UNFPA @unfpaeecaro @GuvernulRMD @EBRDgender https://t.co/fAfuN6M1It"
270,"Excited to listen to Vivian Yang, sharing China's experience in approaching the population ageing &amp; ensuring social transformations through intelligent technologies, accessible digital services &amp; apps for older persons. Follow us: https://t.co/R7DQngHeem
#ActiveAgeing  #IDOP2021 https://t.co/eFu9JKYOPx"
271,"🤝Taisiya Yeletskikh from #Belarus sharing right now their country's experience in building active ageing through digitalization w/participants from #Moldova at our #IDOP2021 online conference. #StayTuned &amp;  follow the LIVE event: https://t.co/R7DQngHeem
 #ActiveAgeing https://t.co/IZGA5isNWJ"
272,"Great to hear from private sector and @FMoldcell on how companies can help tackle #Ageism and the #DigitalDivide for #OlderPeople. 
#IDOP2021 
#ActiveAgeing https://t.co/uCp0qUhvcW"
273,"We absolutely love this poem which one of our class members shared with us! Happy National Poetry Day everyone! 🤸‍♀️

#poetry #NationalPoetryDay #Exercise #Keepfit #Poem #humour #Moveitorloseit #HealthyAgeing #ActiveAgeing https://t.co/LJTl4pQePd"
274,"We are almost ready! A very useful and rich guide on how to approach the #future! Do you want to discover more? It is available in many #EU languages! https://t.co/RB7QHXl13R 

#laterlife #pension #retirement #ageing #activeageing #elders #thirdage #fourthage https://t.co/fhpDW9dJcc"
275,"🚨  This is your 24 hour warning 🚨

Booking for our 'Don't Let Age Stop You' Conference closes tomorrow at 12:00PM 🕛 

Don't miss out! #ActiveAgeing
➡️  https://t.co/rapO89IMUj https://t.co/msbjfbNzQM"
276,"Summer &amp; the #EuropeanWeekofSport might be over, but our quest to get our golden generation 👴🏿🧓🏻moving continues. 

Older adults need to #BeActive because;
Stronger💪
Better stability 🤸🏽‍♀️&amp; safer movement🚶🏿‍♂️
More independence 🏡
Better #MentalHealth 🌸

#ActiveAgeing https://t.co/0xfxRMg3mb"
277,"Problem Statement 3 winners: Team Sensor Guided Living 🙌

#ActiveAgeing https://t.co/31w3a8KMRc"
278,"""Success and Hindrance Factors of AHA-Oriented Open Service Platforms"" (https://t.co/5JS7SMN0xI) presented at International Conference on Computational Collective Intelligence (https://t.co/tWI8Rii5P5) #ActiveAgeing #HealthyAgeing #AAL #ActiveAssistedLiving @EIP_AHA @eHealth_EU"
279,#ThirdBiteDance are taking to the stage in collaboration with @fishpiecab for Lost AT Shore on Oct 9th! 🤩 Get your tickets below 👇 It'll be fish-tastic! 🐠 #50cds #50andactive #over50sdance #olderadultdancecompany #over50sdancers #creativeageing #activeageing https://t.co/1hmuNFKOCC
280,"Sign up now to watch my keynote tomorrow on rebooting aging for the 21st century ...

https://t.co/vS1mMc8wvu

#aarp #carp #agewell #aging #ageing #agebetter #activeaging #activeageing #bolder #growingbolder #growbolder #cultofyouth https://t.co/zppPPIR2vc"
281,"So true! 🌞

#Moveitorloseit #inspirationalquotes #inspiringquotes #HealthyAgeing #Ageing #ActiveAgeing #HappyAgeing https://t.co/5ThdmHHHXK"
282,Would you please retweet to show you support #healthyageing #activeageing #terimakasih https://t.co/WHI5OlTPFB
283,@ViaductVideo Great day filming with at the fantastic Wellness Hub @LincsInspire &amp; the team at Grimsby Leisure Centre. So great to hear more about customers stories and journeys #exerciseismedicine #activeageing Thank you @ViaductVideo 👍🏻
284,"📰EU_SHAFE Newsletter📰

🔸The EU_SHAFE co-created response to the EU Green Paper on Ageing
🔸The main events of the 4th semester

📣More news, interview and events here:  https://t.co/wT7rhflYVa 

#EU_SHAFE #AgeFriendly #AgeingWell #SHAFE #ActiveAgeing #HealthyAgeing https://t.co/Z9zFmDaH5Q"
285,"Did you know a brisk 30 minute walk can help you to burn around 200 calories? Increasing your step count is a great way to get started if you want to lose weight around your middle. 

#Moveitorloseit #MoveitorloseitClass #Losingweight #Ageing #HealthyAgeing #ActiveAgeing https://t.co/XHPvzj5sgG"
286,"Thanks to all the attendees and panelists of today. 
https://t.co/GARb1NDdTm

#WorldAlzMonth #dementia #alzheimers #MentalHealth #HealthyAgeing #ActiveAgeing #knowdementia #knowalzheimers"
287,"When ageing is just a state of mind... 
@MickJagger (78 years old).
#ActiveAgeing 
🕺
Cc @IPTOPphysio 

Thanks @rgtfisio for sharing! https://t.co/COb0x2JGJM"
288,"In #Teignmouth? Retired? Then check out TeignmouthU3A

Become a member, make new friends, learn or revive new hobbies &amp; skills. They have over 50 special interest groups and each month identify new ones

See more https://t.co/cXtVpG7k4p

#ConnectedCommunities #ActiveAgeing https://t.co/lU97bWLwU3"
289,"So proud to be a part of @DesignCouncil
 #IdeastoAction programme supported by @Sport_England &amp; funded by @TNLUK. We’re developing the #MoveitorloseitClub to support more #olderpeople to stay strong, active &amp; independent online.

#TransformingAgeing #ActiveAgeing #HealthyAgeing https://t.co/w3s1g5RZvO"
290,"Multi cultural activity, fun, laughter and #ActiveAgeing💃🕺 https://t.co/AYk9Kda1gG"
291,"The Active IT Society Autumn Brochure is in the post!

Classes begin at the Centre on Monday 4th October and include IT, History, Mindfulness, Flower Arranging and more.

Call 01-490 3237 or email info@terenure-enterprise.ie for more info.

#iloveterenure #terenure #ActiveAgeing https://t.co/SBmR3kqdwY"
292,"#KnowDementia #KnowAlzheimers- the panel will focus on the experiences and learnings of formal/ informal caregivers in a care home and family setting.
 join us https://t.co/oMIj5Jm5aK 
#WorldAlzMonth #dementia #alzheimers #MentalHealth #HealthyAgeing #ActiveAgeing #Nepal https://t.co/58AZjaH3Xb"
293,"Active IT Society classes begin here at the Centre on the 4th of October and include IT, History, Mindfulness, Flower Arranging and many more.

Become a member at https://t.co/CccRRXPu9O or email info@terenure-enterprise.ie for more info.

#iloveterenure #terenure #ActiveAgeing https://t.co/eSBdYqsUjV"
294,Kvetoslova Repkova presents concepts of #activeageing @socialbusinessforum @euba  Bratislava #seedhub_ #fhburgenland #socinn #socialimpact #socialentrepreneurs https://t.co/WeFawXU0GU
295,"Can’t wait for this @ResearchWales study to kick off. So much hard work already put into it by @XelaDB and Jemima. 🏃‍♀️🚴💊 🧠🫀🩸
#superstars #EWOS #activeageing #exerciseismedicine https://t.co/9kglIvys1v"
296,"*FALLS AWARENESS WEEK*

A presentation is now up on the Stop Falling Start Living YouTube page looking at types of incontinence, how incontinence can contribute to falls and strategies to reduce falls risk.
 
#fallsawarenessweek #fallsprevention #yourhealthnorfolk 
#activeageing https://t.co/wTBHg9SlJF"
297,"Can't stop the feeling… It doesn’t matter how old you are. 

https://t.co/Bo0IISazmJ 

#HappyAgeing is #ActiveAgeing is #HealthyAgeing

📹: @dvrgnt_agency https://t.co/BG7jJNnPIB"
298,Antidepressant use and dementia risk - interesting meta analysis https://t.co/x2MqqiU3tT #mentalhealth #activeageing https://t.co/EEJ1b38MBg
299,"Are you a fan of video games? 🎮

Did you know a recent study has found that people aged 55-64 are now the fastest growing audience for video games! 

#Moveitorloseit #Ageing #HealthyAgeing #ActiveAgeing #videogames https://t.co/ZkW81tPiMB"
300,"Share your experiences regarding functionalities, operability and other aspects of #OpenPlatforms in the domain of active &amp; healthy ageing (#AHA) and active assisted living (#AAL). Fill out the survey at https://t.co/yjeEvOzbZV #ActiveAgeing #HealthyAgeing #AssistedLiving #Ageing https://t.co/iyG9jl1gzB"
301,"Did you know that a study of people with #type2diabetes found that a 10 minute walk after a meal - particularly an evening meal when they were more likely to have eaten lots of carbs - had a positive impact on sugar levels? 
#Moveitorloseit #HealthyAgeing #ActiveAgeing #Diabetes https://t.co/UjQrGfvOfv"
302,"Planning an international online conference? Learn from #EGREPA 2021. Find many practical hints. Thank you Ellen Bentlage from @MovementWagner  for writing down - and organising!
#sciencecommunication #activeageing 
  @ResearchGate: https://t.co/rnawGavVqR"
303,"Read our latest blog on the development of our curriculum here: https://t.co/S2aae902FB

#activeageing #agefriendlysociety #healthyageing #highereducation #mastersdegree"
304,#ActiveAgeing #Carehome #RetirementHome #HoffmannWorld #HoffmannMethod #Dementia #Parkinsons #Ageing #PhysicalTherapy #ElderlyExercise #EveryoneActive #NHS
305,"September is #Friendshipmonth...but everyday is a friendship day at a Move it or Lose it class. To find your local class, go to https://t.co/fb0evhP2ab

#Moveitorloseit #MoveitorloseitClass #Friendship #HealthyAgeing #HappyAgeing #ActiveAgeing https://t.co/f4QM3qfKpq"
306,"It's great to see new Shapemaster @BroughtonHouse in #GreaterManchester - a fantastic addition to the new facilities, helping to get and keep residents active https://t.co/YMe33eu0i1 #exerciseismedicine #activeageing"
307,"It's never too late to #BeActive 🤸‍♀️. 

The #ErasmusPlus 🇪🇺 project Active Ageing Festival aims to improve the lives of older adults through fun but structured #PhysicalActivity programmes 👉 festival. 

#EuropeanWeekOfSport #ActiveAgeing https://t.co/y1cw9op5Ir"
308,"It's never too late to #BeActive 🤸‍♀️. 

Our @EUErasmusPlus 🇪🇺 project @activeageingfes aims to improve the lives of older adults through fun but structured #PhysicalActivity programmes 👉 festival. 

#EuropeanWeekOfSport #ActiveAgeing https://t.co/seChVlOO3h"
309,"*FALLS AWARENESS WEEK*

Falls are not a normal part of ageing, and can be preventable with understanding certain risk factors and improving strength and balance. 

#fallsawarenessweek #yourhealthnorfolk #strengthandbalance #fallsprevention #activeageing"
310,"The STILL Going Project is still recruiting participants 🙋‍♀️

The #LifeCurve App can help you stay as active as possible at the moment!

Download the FREE #app and connect to STILL Going Project as a partner today!

#healthyageing #agewell #activeageing #independence  #research https://t.co/dkriZcYRbO"
311,#fallsawarenessweek #fallsprevention #strengthandbalance #strongandsteady #activeageing #yourhealthnorfolk
312,Wonderful to see the new #AgeFriendlySheffield logo and all the very best for the talking bench launch tomorrow. Huge effort by @AgeBetterSheff 👏Everyone hold onto your hats as Age Friendly Sheffield becomes a reality across the city. Lots to do! #agewell #activeageing #future https://t.co/k8wzVtTlXG
313,"Couples who move together, stay together❓😊

The European 🇪🇺 Week of Sport is approaching fast ➡️ So let's highlight the importance of #BeActive lifestyle for the older generation;
- independence 
- health
- Stronger #MentalHealth 

#ActiveAgeing https://t.co/UBDQllrfN7"
314,"#Rheumatoidarthritis is an auto-immune condition that causes pain, swelling &amp; stiffness in joints. It affects around 400,000 adults in the UK. Here's our top tips to managing your symptoms. 

#Moveitorloseit #RheumatoidArthritisAwareness #Arthritis @VersusArthritis #activeageing https://t.co/6G6MrRawA1"
315,"Who says I’m too old to shoot hoops? 🏀

#ActiveAgeing #HealthyAgeing #AWorld4AllAges https://t.co/9zTAnR7wmN"
316,"Gisteren dronk ik thee met mijn oudste buurman. ‘Bent u niet bijna jarig?’ vroeg ik. Dat was juist waar hij mee zat. ‘Ik zou graag een feestje geven, maar denk je niet dat ze me een opschepper vinden als ik ze uitnodig voor mijn 101e verjaardag?’ 🥳 #activeageing #langzalhijleven"
317,"Backwards Chaining is a method we use to practice getting down and up from the floor. This is to help improve confidence and reduce the risk of experiencing a ‘long lie’.
#fallsprevention #yourhealthnorfolk #strengthandbalance #activeageing https://t.co/TlTTRAQ4Ye"
318,"To all hard working engineers who make our lives easy with their world class infrastructure &amp; technology, wishing them
Happy Engineers Day

#JyeshthaCare #YourGeriatrician #EngineersDay #ActiveAgeing #SeniorCitizens #ElderlyCare #Engineers #Mumbai #AgeingGracefully https://t.co/N3eAXmjWD8"
319,Grazie 🙏 @TheAgeBuster  per l’ispirazione e la divulgazione! #activeageing oltre ogni pregiudizio e stereotipo per essere felici a ogni età 🎁 https://t.co/B3RZNyssI5
320,En @fintras empezamos septiembre con una actividad propuesta por los expertos por experiencia para luchar contra la soledad y aislamiento: visitar el Castillo de Fuensaldaña donde pudimos ver una bonita exposición de vestidos medievales. #GEE #ActiveAgeing #Loneliness #MOAILabs https://t.co/oHLGi0woKO
321,"#MondayMotivation 
To bring about a positive difference in the lives of the elderly people &amp; their loved one's
#JyeshthaCare #YourGeriatrician #ElderCare #Motivation #SeniorCitizens #BeTheChange #ElderlyCare #Passion #Mumbai #ActiveAgeing #OldAgeCare #Geriatrics #AgeingGracefully https://t.co/njYcVV5LlG"
322,"Join the hundreds of thousands of people who are improving their #balance with these simple and easy-to-follow exercises you can do at home.
https://t.co/J4kr7Trynf

#Moveitorloseit #MoveitorloseitClass #BalanceExercise #Exercisesforseniors #SeniorExercise #ActiveAgeing https://t.co/uB5KCQjsJf"
323,"We wish you a relaxing Sunday

#Moveitorloseit #inspirationalquotes #HealthyAgeing #ActiveAgeing #HappyAgeing #Sunday #Sundayvibes https://t.co/41EmyFCBGW"
324,"So true - age is no barrier to pursuing your passion!
#GAN2021 #stopagiesm #activeageing #passion https://t.co/eHpWTGS5vT"
325,"Try our #CuppaRoutine ↔️ https://t.co/tdxm8f1VB6 It's just 4 simple exercises you can do in the time it takes to boil the kettle. We also have a free flyer for those who can't get online, just get in touch for a copy. 
#Moveitorloseit #ActiveAgeing #Ageing #HealthyAgeing https://t.co/KueABwA62k"
326,"Live in 5 minutes!  

Come to learn about how we promote education for Active Ageing!
#activeageing #lifelonglearning #health #education 
@healthinnostars @EITHealth https://t.co/QdUrBzzXrS"
327,"Do join us  via Google Meet on 10 September, 2021 Friday from 2PM - 3PM. https://t.co/VyZX4xXbRI  #SocialInclusion #ActiveAgeing #Ageing #HealthyAgeing #Health #Elders #wellbeing #Nepal #digitalinclusion  #healthbenefits #caregiving #emergingdiseases #reemergingdisease https://t.co/Bum3nA9bjb"
328,@primuslife's latest #seniorliving  project Ohana not only provides #hasslefree #seniorliving  and #activeageing but also introduces the #uniqueconcept of #NuclearJointFamily culture or #communityliving across #ages: https://t.co/FpliaEEjLG https://t.co/ljIhOFxWrn
