,content
395,"@GalwayCycling @GalwayCityCo @GalwayGaillimh @cllrmaryhoade @struggleiswheel @age_cycling @AgeAction @GCCNInfo @bigotaxisgalway @GalwayNPC @mayorofgalway @BlackrockSwim There is huge potential here to create safe infrastructure for cyclists, pedestrians and those with mobility issues to enjoy the promenade safely, hopefully @GalwayCoCo won’t squander that opportunity."
397,"'the question for policymakers is simple: Will they fund an adequate State Pension for all of us when we age, or will they shrink the value of the State Pension by lowering the rate or raising the pension age?'
@natpolicy at #Oireachtas Joint Committee #AgeEquality https://t.co/6RvHBF9e63"
398,"Watch LIVE as the Joint Committee on Social Protection, Community and Rural Development and the Islands chaired by @DenisNaughten meets with representatives from @ESRIDublin and @AgeAction to discuss the report on the Commission on Pensions. 

https://t.co/EP0QExhuQg"
399,"#OireachtasTV - Watch LIVE as the Joint Committee on Social Protection, Community and Rural Development and the Islands meets to discuss the Report of the Commission on Pensions with @AgeAction &amp; @ESRIDublin #seeforyourself 
 
https://t.co/EP0QExhuQg https://t.co/5YlE4fsnCE"
400,@PlunkettCiara @kfmradio Thank you for your interest in issues affecting older people and the opportunities you gave us to raise awareness. Very best of luck for the future.
401,"What is next for the State Pension? 
We will be addressing the #Oireachtas Joint Committee on Social Protection from 9.30am today 
Watch live here https://t.co/oc6mHTE001
Read our Statement here https://t.co/0RakQRhmz2
#AgeEquality
#FairAndFlexiblePensionsForAll
#PensionsJustice"
402,"We are participating in @IntFedAgeing 'Rights Matter' Conference on Ageing. Really informative masterclass on ageism by @DrVdelaFuente drawing on #AWorldForAllAges report.
See our interpretation of the report here https://t.co/JDTvGPHhkB
#AgeEquality"
404,"@yc_1967 @PMc276 @minnyshell @eir @eircare Hi, we are working with @AgeFriendlyIrl and @eir to design a care journey for older people. @PMc276 send a DM or email helpline@ageaction.ie  if you think we can help."
415,"We are hiring!  We are looking for two new colleagues to join our team working for equality and human rights of all of us as we age.  https://t.co/VgX0mdLNTb
#JobsFairy https://t.co/JfjC9kydmH"
417,"We are hiring!  We are looking for two new colleagues to join our team working for equality and human rights of all of us as we age.  https://t.co/VgX0mdLNTb
#JobsFairy https://t.co/bsMvLIuemx"
421,"We are about to begin our #Budget2022 webinar with our members. Looking forward to an engaging conversation on what happened and what's next as #Budget2022 is chasing the cost of living
#AgeEquality https://t.co/ZF2EZjBoed"
423,"We are hiring!  We are looking for two new colleagues to join our team working for equality and human rights of all of us as we age.  https://t.co/f2UbkrrCwz
#JobsFairy https://t.co/Mt4tNYjBXm"
427,"https://t.co/jwHXCLcmTe
Very nice article. 
Subjective Age Peception ( SAP)
Or Age Inside 
@ICPOPIreland
@deirdrelanglang 
@irishgerontsoc 
@GeriSoc 
@AgeAction 
 @AcuteFrailty @HSE_HR 
Walk 10,000 steps every day
Eat well, protein 
Do Weights (not mad stuff now)
Laugh and love https://t.co/ejAUZnTkjz"
429,You can still contact us through our office in Galway 091 527831 or Cork 021-2067399.
430,Our main office line and our email info@ageaction.ie is out of service. We are sorry for the inconvenience. We will begin calling and emailing people who have sent us messages as soon as the service resumes.
442,We need to consider the causes and solutions to 'discharge support failures' - see https://t.co/NQEzqVyZiE @GeriSoc @AgeAction @EuGMSSociety https://t.co/45TPWiXVuK
447,"3 of our #ElevatePledge signatories: Ervia, Fidelity &amp; @SkyIreland have taken part in @AgeAction's BIG Corporate Challenge on intergenerational connection. The experience will help these companies build age into their #diversityandinclusion strategies. https://t.co/yiEoqTiJoh https://t.co/uCTkYIZqRs"
450,Day 4 &amp; your final chance of coming along to the #PTSBIdealHomes at @TheRDS We're at stand R57 &amp; on hand to explain how #homeshare works &amp; offer advice on #homecare &amp; other supports available to #ageathome @slaintecare @MaryButlerTD @AgeFriendlyIrl @AgeAction @ALONE_IRELAND #HSE https://t.co/l4EbFfsT0p
456,@Clonaslee1 Thank you!
459,Very important for older women especially to mind our bones and take precautions against osteoporosis @AgeAction @AgeFriendlyIrl  @NWCI  @ICGPnews #WorldOsteoporosisDay https://t.co/Xmvkwa5S8T
461,@CormacDevlin @adayinmywheels @SeanOKelly92 @DublinLive @IrishWheelchair @DttDes @IrishRail @AgeAction @JustinMoylan 3yrs campaigning for accessibility in our dart stations and yes @SeanOKelly92 has been strong voice and campaigner for upgrades and inclusion he and @mulvanypeopleb1 have worked tirelessly and selflessly for @AccessForAll7 great to see their relentless work helping communities.
466,@CoffeeDoq @PaulPbir @DrOKennedy @HSELive @AgeAction @ALONE_IRELAND @CMOIreland It’s unconscionable that this is how we treat our elderly and vulnerable..they deserve so much better
467,@CoffeeDoq @PaulPbir @DrOKennedy @HSELive @AgeAction @ALONE_IRELAND @CMOIreland Agree totally but it’s not the case and  hospital management should hang their heads in shame that they can’t or won’t facilitate it
470,"These survey findings are yet another reason why the Government @merrionstreet needs to commission comprehensive research into the costs experienced by people as they age. Likewise, barriers to employment for people aged 60+ need to be investigated. https://t.co/Jn7IoMTfX6"
477,"Thank you @bren_hil. Parking in the Phoenix Park has been a bone of contention for some time, with @phoenixparkopw being the agency in charge. A consultation on mobility was run  (https://t.co/6ioqx6dZLI) and we are awaiting next steps to ensure everyone can access the park. https://t.co/rGdRTEpF0N"
478,The very disturbing report of sexual abuse in a residential setting for adults with intellectual disabilities is yet another sad example of how the state has failed to uphold the full rights of people once they become residents of institutions.  https://t.co/Umm1NhWrAk
481,"'The fundamental test for every government is whether, when it leaves office, those with the least in our society are in a better position than when it entered office.' @SocialJusticeI  https://t.co/z8Vk03Ek6N"
483,Proximity to others &amp; to local facilities are central to helping older people remain in own homes in rural Ireland. Decline of rural villages is making it difficult to age in place. Key findings from today's seminar from AAPRI project @AgeAction @UCCAppSoc @UCC_civic https://t.co/flkK9UwMXL
484,Was Budget22 just neartwashing @AgeAction? Or lechéilewashing? #NíNeartGoChurLeChéile
486,"Still time to register to hear how #older people's perspectives shaped research on #AgeingInPlace

#AgeEquality #ValueLivedExperience https://t.co/3DqtUGaelZ"
487,"Looking forward to talking about #Budget22 and inequalities experienced by older people.

#AgeEquality https://t.co/MnsjQyuKBw"
490,@AgeAction It's also a flat lie that the basic State pension is increased by anything more than €5
491,"@chris_byrne @damienblake @AskAIB @AgeAction SMS works. The app really doesn't.
I sat beside one of our billing team the other day trying to walk somebody through it and it was painful"
493,"Looking forward to today's seminar, starting at 11.
@AgeAction @UCC_civic @UCCAppSoc https://t.co/EMf6s3mB2n"
494,"Watch back @natpolicy on @IrelandAMVMTV this morning talk about income inadequacy, digital exclusion and why and how we can take the politics out of the #StatePension

Equality for older people means equality for all of us as we age.

https://t.co/oSByv5ZB1C https://t.co/YoOuQArdBh"
495,"@natpolicy is breaking down the consequences of  #Budget22 for older people on @IrelandAMVMTV now

Older people have not been supported to deal with the cost of living
#AgeEquality https://t.co/JvLahS0a3H"
496,A Fiver For Pensioners. This From Today’s @VirginMediaNews @AgeAction @ALONE_IRELAND https://t.co/72SUE5KYi6
497,"@AgeAction If government introduced a frequent flyer tax on aviation they could use the funds  to provide #FuelAllowance to more people. 
It's crazy that poor people pay carbon taxes and aviation is exempt."
498,"We will watch to see if the changes to the #FuelAllowance means testing results in adequate supports to older people to meet rising costs because some are experiencing fuel poverty - only 3 in 10 older people benefit from #FuelAllowance now
#ClimateJustice #AgeEquality https://t.co/L9Ipjc8vXb"
499,"Climate Action should not have a disproportionate impact on low income houses. This is contrary to #ClimateJustice and does not motiviate the necessary behaviour change needed to combat #climatechange
@cmclarke76 spoke to @rtenews on #Budget22 #FuelAllowance 
#AgeEquality https://t.co/0j4SRfb2CE"
501,"@natpolicy  is talking to @rtenews live on what #Budget22 did and didn't do to address inequalities experienced by older people.
watch live https://t.co/MfiINIJdF9
#AgeEquality https://t.co/xVgXy1wZen"
502,"#Budget22 chasing the rising cost of living

https://t.co/cU0KN8buvu

#AgeEquality https://t.co/FXEQLe3PiK"
504,"#Budget22 is chasing the cost of living. 

https://t.co/cU0KN8buvu
#AgeEquality https://t.co/2Qqwrn0slL"
506,"This is welcome as important to implement the recommendations in full and without delay.

But we need the Commission on Care and the Statutory #HomeCare scheme urgently to support people to #AgeInPlace

#AgeEqualtiy https://t.co/Y2mCVEyrbv"
507,"#Budget22 is chasing the cost of living with a €5 increase on State Pension.

#AgeEquality #IncomeInadequacy https://t.co/AtxX1epZov"
508,"@activeirl members giving their lived experience which should inform #Budget22 

#AgeEquality https://t.co/ribBRaDOhW"
509,https://t.co/wc5kVNcqrT
510,"@natpolicy spoke to @morningireland on how #Budget22 should be addressing inequalities experienced by older people

Pension has €10 less purchasing power than in 2019
Fuel Allowance eligibility criteria is too narrow
#AgeEquality

https://t.co/EB4co1EZYt"
513,"@The_Wheel_IRL @naiireland @NWCI @theILDN @IrishFPA @CarersIreland @1familyireland @Dochasnetwork @ChildRightsIRL @dublinwellwoman @DisabilityFed @AgeAction @CommunityFound @aontas We're calling on our Government to invest an extra €10million in youth services in #Budget22. Over 3,000 people have signed out petition to show their support young people:
https://t.co/pxE6azdlp0 #YouthWorkChangesLives #YouthBudget22"
515,#AgeEquality #IncomeInadequacy #pensions https://t.co/puUSwJki5T
516,"‘I’m 73 years old and I’m looking for a job – the pension rise is not enough’

This is the lived experience that informed our #Budget22 asks https://t.co/nXZHSmphBs"
518,https://t.co/6fmf6LlzVm
519,"Approximately 713,000 beneficiaries of the State Pension, of which 131,432 receive the Fuel Allowance.

We are calling for #Budget22 to increase the eligibility and rate of the #FuelAllowance 

#AgeEquality
#ValueLivedExperience https://t.co/OcxwMVtaQz"
520,#Budget22 #IncomeInadequacy #AgeEquality https://t.co/miUfxfxNfw
521,"@natpolicy will be on @morningireland after 8am to talk about how #Budget22 should be addressing #inequalities experienced by older people

#AgeEquality #ValueLivedExperience https://t.co/WeLxOiSaAw"
522,"Approximately 713,000 beneficiaries of the State Pension, of which 131,432 receive the Fuel Allowance.

We are calling for #Budget22 to increase the eligibility and rate of the #FuelAllowance 

#AgeEquality
#ValueLivedExperience https://t.co/Eb3VqTrYBD"
523,"Is a €5 increase in the State Pension in #Budget22  going to address the growing inequalities experienced by older people?

#AgeEquality #ValueLivedExperience https://t.co/q2fKbeZwa9"
524,Useless goons. @AgeAction https://t.co/JXMWoWYpTJ
525,"Next time I'll be naming &amp; shaming the individual. Sort this boll*x out, pronto. 

@IrishRail 
@AgeAction"
526,"@AgeAction @IrishRail 

My elderly mother was sent away from Colbert Station limerick as she hadn't booked her ticket online.  Train was half empty &amp; she has a travel pass. She also doesn't use the Internet. Any comment @IrishRail ? What's the process for those who aren't online?"
528,"@NoonanJoe @ShivMagST @antoin @natpolicy hi, try this one  https://t.co/fMAck70txO"
530,@ShivMagST @antoin @AgeAction @natpolicy https://t.co/sJtJ4aD37q
533,"@SouthEastRadio will speak to @natpolicy just after 11am on why and how #Budget22 can address #incomeinadequacy experienced by many older people.

https://t.co/4rIhjtQs2l

#AgeEquality https://t.co/izt78odk85"
534,"@natpolicy spoke to @ShivMagST about why #Budget22 has to increase the rate and eligibility of the #FuelAllowance - contrary to popular belief, the majority of people on the State Pension don't receive the fuel allowance.
https://t.co/UEvXZYlgtS
#AgeEquality #FuelPoverty"
535,"Read our Pre Budget Submission that is informed by the lived experience of older people who are not an homogenous group. https://t.co/CsR3ee2Njt

#Budget2022 #AgeEquality #ValueLivedExperience https://t.co/4TLg8wcWxG"
536,"Approximately 713,000 beneficiaries of the State Pension, of which 131,432 receive the Fuel Allowance.

We are calling for #Budget22 to increase the eligibility and rate of the #FuelAllowance 

#AgeEquality
#ValueLivedExperience https://t.co/5lcOKP5klJ"
537,"What does it cost to be an older person?
We are calling for a Cost of Ageing study to provide an evidence base for policy development.

#AgeEquality
#ValueLivedExperience https://t.co/1bM1gRKTAH"
538,"Is a €5 increase in the State Pension in #Budget22  going to address the growing inequalities experienced by older people?

https://t.co/4rIhjtQs2l

#AgeEquality https://t.co/VH1dOj9zSM"
540,Electricity and gas prices going up by €860 a year. Pensions going up by €260 a year @AgeAction
543,"Digital First should not mean Digital Only

#Budget2022 should drive #digitalinclusion for all

https://t.co/8ub3vn4lHd
#AgeEquality #DigitalEquityForAll https://t.co/c5D4n9KltB"
544,"#Budget22 can and should address increasing inequalities experienced by older people.

https://t.co/8ub3vn4lHd

#IncomeAdequacy #IncomeSecurity #AgeEquality
#FairAndFlexiblePensionsForAll https://t.co/WrBoaXf0aP"
545,@AgeAction …but the @FineGael / @greenparty_ie plan is to tax the meagre incomes of the old
546,"#Budget22 has an opportunity to address inequalities experienced by older people.
Read more here
https://t.co/VWVdzRfVzq https://t.co/nwPvlSv5H9"
547,"#Budget22 can and should address increasing inequalities experienced by older people.

https://t.co/8ub3vn4lHd

#IncomeAdequacy #IncomeSecurity #AgeEquality
#FairAndFlexiblePensionsForAll https://t.co/CbOZ6RhL2m"
548,"#Budget22 can and should address increasing inequalities experienced by older people.

https://t.co/8ub3vn4lHd

#IncomeAdequacy #IncomeSecurity #AgeEquality
#FairAndFlexiblePensionsForAll https://t.co/pmUwH2ZMzV"
549,"Digital First should not mean Digital Only

#Budget2022 should drive #digitalinclusion for all

https://t.co/8ub3vn4lHd
#AgeEquality #DigitalEquityForAll https://t.co/wnJr49oeLu"
550,"#Budget22 can and should address increasing inequalities experienced by older people.

Increased cost of living + increased energy costs + pensions debate is pushing people into poverty.

#IncomeAdequacy #IncomeSecurity #AgeEquality
#FairAndFlexiblePensionsForAll https://t.co/2eWsOec1lc"
551,"I trust @AgeAction is going to organise a letter-writing campaign about this attack on the old, and develop it into a more vigorous campaign if necessary https://t.co/aJThjA1IAc"
552,"There are additional costs associated with ill health or disability, which unfortunately affects one in three all older people.
The risk-of-poverty indicators do not take account of this.
We are calling for Government to commission a Cost of Ageing study https://t.co/O84YnFTJMI https://t.co/ANxK6J0uPb"
553,"Why do some people think that older people are well off because they own a home?
The impact of no increase in the State Pension for 2 years is one in ten older people (10.5%) are at risk of poverty and one in nine (11.2%) suffers material deprivation.
https://t.co/8ub3vn4lHd https://t.co/GJTIsl4nfv"
554,"#Budget22 has an opportunity to address inequalities experienced by older people.
Read more here
https://t.co/VWVdzRfVzq https://t.co/aEF4CvtSqv"
555,"Digital First should not mean Digital Only
#Budget2022 should drive #digitialinclusion for all.
https://t.co/8ub3vn4lHd

#DigitalInclusion #AgeEquality https://t.co/1z7uMLV1Sa"
556,"Our Lived Experience #Budget22 Survey captured the voice of older people.

Read more here https://t.co/5BswE0estJ

#AgeEquality https://t.co/UkpSOZifLg"
557,"#Budget22 can and should address increasing inequalities experienced by older people.

Increased cost of living + increased energy costs + pensions debate is pushing people into poverty.

#IncomeAdequacy #IncomeSecurity #AgeEquality
#FairAndFlexiblePensionsForAll https://t.co/OuAuY6tRQp"
558,"Response to the publication of the report of the Pension Commission.

'The Future of the State Pension is at Stake'

https://t.co/zKMCg0ktYQ
#AgeEquality #Budget22 https://t.co/DUfdiPUAib"
559,"Thank you to everyone who supported #PositiveAgeingWeek as we seek to address #ageism.

The first-ever thematic resolution on combatting #ageism against older persons, including age discrimination has been adopted by consensus at #HRC48  https://t.co/Iu37xtpwDR

#AgeEquality https://t.co/cHKciLcPhD"
563,"👏👏👏 you'll have a full chorus for the show now. 
Well done to everyone for getting involved.
#positiveageing story @Buailtin https://t.co/w7jssOg7c3"
564,"We are calling for a Commissioner for Ageing and Older People in #Budget22 to address the lack of voice and attention given to older people and ageing in policy development.

#AgeEquality
#ChallengeAgeism
#ValueLivedExperience https://t.co/Q8kTcPniwI"
565,"#Budget22 has an opportunity to address inequalities experienced by older people.
Read more here
https://t.co/5BswE0estJ

#AgeEquality #FairAndFlexiblePensionsForAll #ValueLivedExperience https://t.co/olpSoDgkIS"
567,"The #housing crisis is an issue for all ages and all of us as we age.
Join the #RaisetheRoof discussion with @Orla_Hegarty  @RoryHearne @MaoiliosaRey 
Register here https://t.co/2dBAYVKsn7

#HousingforAll
#AgeEquality https://t.co/fpXQ13tjjO"
570,"[Event Sponsorship] IMS was delighted to sponsor this event yesterday for the culmination of the @AgeAction BIG Corporate Challenge!  

Looking to host an upcoming event virtually? Get in touch &gt;&gt; https://t.co/Uj6BJkL4rC

#IMS #AgeActionBigCorporateChallenge #2021 #AgeAction https://t.co/dnP2iEvq5g"
572,"Missed the Irish Cancer Prevention Networks Webinar: Ageing Well: How to reduce your cancer risk webinar? You can watch it back here https://t.co/x5k3lTArwg
 #ICPN  @MarieKeating @IrishCancerSoc @BreakthroCancer @ISFcharity @AgeAction"
573,"Congrats to @Ervia_Official , which yesterday won the first-ever Age Action BIG Corporate Challenge! Through six months of intergenerational fundraisers, their team raised over €14,000 for Age Action while deepening their own connection with our work. 
https://t.co/dGwEnf8kvY https://t.co/3b1G2qx1WR"
574,"For more information, contact Nicola at 01-475 6989
All our vacancies are advertised on https://t.co/FatcNAlymN 

Community Employment is a training and work experience programme, and we're looking for van drivers, admin assistants, and a general assistant! https://t.co/sMvZSmgr2B"
578,"Agreed. We've been calling for a Commissioner for Ageing and Older Persons since before #Election2020.
Ireland can and should do better.
PG. 9 of our #Budget2022 submission
https://t.co/NBLaRyOuEc

#AgeEquality https://t.co/O4vLKdAmwr https://t.co/rqsP0lPpdA"
580,Another great blog @AgeAction @WeHSCPs https://t.co/4wGGO1qlZI
585,@StJohnsTheatre @AgeAction @Listowel_ie @CentreListowel @artscouncil_ie @KerryCoArts LOVE this 🥰
587,"@modohertympsi1 totally agree @modohertympsi1 - age friendly design and  serves all of us.#AgeEquality is #Equality for All

#IDOP2021"
592,"Read our full report here https://t.co/NwZDBfKoKZ
#AgeEquality #DigitalInclusion #IDOP2021 #PositiveAgeingWeek https://t.co/VatfoPZMEW"
593,"Digital first should not mean digital only 
 @natpolicy and Anne Greenan, a member of Age Action, talked to @sharonmlynch for @rtenews about the need for better investment by Government in #digitalinclusion 
#IDOP2021 
Watch back https://t.co/4DRZyji07p https://t.co/jbmMC4JC9X"
596,"@GalwayCycling @oranmore @galwayad @GalwayCityCo @GalwayUrban @AgeFriendlyIrl @age_cycling @FrancisFinucane @colmpbyrne @AgeAction @Age_Matters @mayorofgalway @icsg_nuig @HealthyGalway @HealthyGalwayCo more affordable ebikes &amp; improved road safety infrastructure could enable some older citizens to participate in gentle cardio exercise, coffee-cycle-cake meet ups, improve overall well-being and quality of life"
598,"To mark #IDOP2021, find time this weekend to connect with an older family member, friend or neighbour and let them know how much you appreciate their contribution to family and community @AgeAction @AgeFriendlyIrl @dlrcc  #PositiveAgeingWeek2021 https://t.co/pYrJ0fWFIU"
600,"👏👏👏👏👏👏 Looks like so much fun.
Looking forward to the show!

#AgeEquality #ReframingAgeing #PositiveAgeingWeek https://t.co/PBSrVkf90R"
602,"@ailbhes Thank you @ailbhes for your work to support us.

#AgeEquality #ReframeAgeing"
603,"@DubLoony @natpolicy Exactly @DubLoony digital first should not mean digital only.
#DigitalEquityforAll #AgeEquality"
604,"You are never too old to learn something new! #Dunmanway Library has a display of musical instruments that you can borrow from any Cork County library for free! 🎹🎻🎸 
#UnderstandTogether #AgeFriendly #PositiveAgeingWeek2021 #PAW2021 @Corkcoco @AgeAction @LibrariesIre @Dunmanway https://t.co/8rpQ9F2KYq"
615,"A terrific, full-on #PositiveAgeingWeek
We've well and truly broken out of that #cocoon and we're on the loose again! 

Thank you @AgeAction and everyone involved. https://t.co/G1XaBnT4cw"
616,"In @AgeAction's Budget proposals, we've called for a Communications Allowance to replace the old telephone allowance, to help people with the cost of digital devices and internet connections. https://t.co/mpuX07r27P"
620,"Does it matter if older people are not online?

YES! 65% of people over the age of 65 don't have the skills or internet access to do all the things online that they are being pressured to do.

Digital First should not mean Digital Only

#IDOP2021 #DigitalInclusion #AgeEquality https://t.co/4BjjOUhRL5"
621,"👏👏👏
Lovely to see people coming together for #PositiveAgeingWeek https://t.co/Mh9Kpw8qfT"
623,"Really important that everyone knows their rights so they can claim their rights.

Please share with people who are not online.

#IDOP2021 #AgeEquality https://t.co/Vvp8GqS9ZU"
625,Read our report https://t.co/NwZDBfKoKZ https://t.co/Ba8AmeC09J
626,"Digital first should not mean digital only

@cmclarke76 will be talking to @BryanNewsatOne on @RTENewsAtOne about digital exclusion of older people

Today is International Day of Older Persons which is calling for #DigitalEquityForAll

#IDWeek2021 #AgeEquality https://t.co/jRxMScaRpE"
629,"Today is International Day of Older Persons calling on us all to;
 🔶Challenge negative stereotypes about older people 
 🔶Reframe how we feel, think and act about and older people. 
https://t.co/7aMeQapmt2

#IDOP2021 #ReframeAgeing #AgeEquality https://t.co/hTOLp38cG9"
630,"Today is International Day of Older Persons which closes out #PositiveAgeingWeek21. The hope for PAW21 was to challenge ageist stereotypes of older people - to reframe how we think, feel and act about ageing and older people.  #AgeEquality #AWorldForAllAges
@AgeAction https://t.co/llb7QcnIbd"
632,'Digital first should not mean 'digital only' @natpolicy explains at our #digitalinclusion webinar for #IDOP2021 https://t.co/pdMF9a0MQD
633,"@RoisinDoherty19 makes the important point that literacy can be a factor driving digital exclusion of people.
#AdultLiteracyforLife Strategy is critical to supporting #digitalinclusion of all ages
#IDOP2021 #AgeEquality https://t.co/I6hLqle8Pq"
634,"‘Digital first not digital only’ is what I am also hearing from some of my PhD research participants👇
Excellent presentations by contributors to @AgeAction webinar this morning.
#UNIDOP2021 https://t.co/HxKopQroZr https://t.co/O8RTusM82v"
636,"Celebrating #InternationalDayofOlderPersons2021 today! Amazing events - and loads of amazing people! 
@AgeAction @AgeFriendlyIrl @DCUAFU @NWCI @NCCWN https://t.co/Mhy0Bzi6YM"
637,"@amielajoie explains how financial literacy and digital literacy collide in a person's life.

Access to financial services in the community is vitally important as @amielajoie highlights the impact of bank branch closures on people who are not online.

#IDOP2021 #AgeEquality https://t.co/2JEUNiJ9ZP"
638,"@natpolicy explains the extent of digital exclusion amongst older people in Ireland

#IDOP2021 #DigitalInclusion https://t.co/QVVjCEdwD2"
639,"Age is still the biggest indicator of who is digitally excluded.

We've started our webinar to talk about inequalities experienced by older people who experience digital exclusion.

#IDOP2021 #AgeEquality #digitalinclusion https://t.co/KdMzqUpmTM"
644,"#IDOP2021 today recognises the equality and rights issues for people who experience digital exclusion. 
Read our policy brief on digital inclusion of older people https://t.co/DU9sTbSyWz
#PositiveAgeingWeek #AgeEquality https://t.co/Wc3DuY0nUM"
647,"#IDOP2021 today recognises the equality and rights issues for people who experience digital exclusion. 
Read our policy brief on digital inclusion of older people https://t.co/DU9sTbSyWz
#PositiveAgeingWeek #AgeEquality https://t.co/n6ph3cEsQP"
649,"Age is still the biggest indicator of who is digitally excluded
Join @RoisinDoherty19 @amielajoie @NiallCrowley_ @natpolicy
at 11am today to celebrate #IDOP2021 with a discussion on #digitalinclusion 
Find out how here  https://t.co/nStNAN4dcG
#IDOP2021 #PositiveAgeingWeek https://t.co/vmht5tRLC1"
653,I’m looking forward to discussing digital inclusion and exclusion of older people @AgeAction’s webinar at 11:00 today. And what we can do about it. Tune in… https://t.co/lpCxIS2Otl
656,"Today is International Day of Older Persons calling on us all to;
  🟠Challenge negative stereotypes about older 
          people 
   🟠Reframe how we feel, think and act about ageing 
          and older people. 
https://t.co/FDADqGJijD

#IDOP2021 #ReframeAgeing #AgeEquality https://t.co/WPxQyLMwSu"
657,"Today is International Day of Older Persons.
Age is still the biggest indicator of who is digitally excluded
https://t.co/Z9HBoYbyOR
#IDOP2021 
#AgeEquality
#ReframeAgeing
#PositiveAgeingWeek https://t.co/f4QvnxlnpO"
659,Ageism ends now with your support https://t.co/fUy5sFHHm2 #OlderPeoplesDay @ALONE_IRELAND @Age_Opp @AgeAction @AgeSector @NWCI @ChildRightsIRL @PhilanthropyIE https://t.co/S8P2uuvc4c
666,"thanks to @hseNCCP for organising such an important discussion for #PositiveAgeingWeek

#ReframingAgeing
#AgeEquality https://t.co/xHxqRW7E7G"
667,"Over 60% of people over the age of 65 experience digital exclusion.
On #IDOP2021 join @RoisinDoherty19 @amielajoie @NiallCrowley_ @natpolicy to talk about how we can improve digital inclusion of older people.
Register: email paw@ageaction.ie 
#ReframingAgeing
#AgeEquality https://t.co/tICQfn09Cd"
678,"Over 60% of people over the age of 65 experience digital exclusion in Ireland.

Join  @RoisinDoherty19 @amielajoie @NiallCrowley_ and 
@natpolicy to talk about how we can improve digital inclusion of older people.
Register: email paw@ageaction.ie 
#ReframingAgeing
#AgeEquality https://t.co/aNe4DMIVSu"
680,"Looking forward to this @AgeAction event tomorrow morning as part of #PositiveAgeingWeek. TASC Senior Researcher @amielajoie will be presenting on the ways financial exclusion and digital exclusion often go hand in hand. 

#ReframingAgeing #AgeEquality https://t.co/DcLpZ9fjiw"
693,"Over 60% of people over the age of 65 experience digital exclusion in Ireland.

Join  @RoisinDoherty19 @amielajoie @NiallCrowley_ and 
@natpolicy to talk about how we can improve digital inclusion of older people.
Register: email paw@ageaction.ie 
#ReframingAgeing
#AgeEquality https://t.co/lK9372Ubwj"
698,"Over 60% of people over the age of 65 experience digital exclusion in Ireland.

Join  @RoisinDoherty19 @amielajoie @NiallCrowley_ and  @natpolicy
to talk about how we can improve digital inclusion of older people.

Register: email paw@ageaction.ie 
#ReframingAgeing
#AgeEquality https://t.co/eQgkI7b5AP"
701,"Last chance to register for the Irish Cancer Prevention Network webinar; 'Ageing Well, How to reduce your cancer risk' tomorrow, 30th Sept @ 1-2pm #PositiveAgeingWeek2021 https://t.co/Pvo5xR95T1
@AgeAction"
703,"Over 60% of people over the age of 65 experience digital exclusion in Ireland.

Join  @RoisinDoherty19 @amielajoie @NiallCrowley_
 and @natpolicy  to talk about how we can improve digital inclusion of older people.

Register: email paw@ageaction.ie 
#ReframingAgeing
#AgeEquality https://t.co/WFN4FaPx9K"
707,"Many thanks @ShivMagST for including the concerns of @AgeAction in this podcast on the rising cost of energy, which is a major concern for many older people. https://t.co/ObZ2uHbxWp"
713,@BallyhouraDev @AgeAction Amazing!! Lovely to see
721,"This week is Positive Ageing Week 2021, running from 27 September to 1 October.
This year's hope is to challenge ageist stereotypes of older people. We are all growing older – so let's celebrate it!
🎈🙌🎉
 #PositiveAgeingWeek21 #AgeEquality #AWorldForAllAges
@AgeAction https://t.co/AsDBhazzsl"
729,"#PositiveAgeingWeek is reframing how we think, feel and act about ageing and older people.

Join us https://t.co/FDADqGJijD

#ReframingAgeing
#AgeEquality https://t.co/Ks2QiO6ZDa"
731,"[Event Sponsorship] Join us for the culmination of the @Age Action  BIG Corporate Challenge! IMS is delighted to sponsor this fantastic event. 

#IMS #VirtualEvents #AgeActionBigCorporateChallenge #2021 #AgeAction https://t.co/XVA9u8ZClU"
732,@Enida_Friel @AgeAction @NWCI @NCCWN 😂🙏
733,"It's Positive Ageing Week @AgeAction Tune in to Zoom tomorrow at 12 noon to hear from our Board member and legacy expert, Niall O'Sullivan!
https://t.co/nTs70ASFsh"
737,@ailbhes @MTU_ie Link to register here https://t.co/EycMt9P5G3
738,"A few minutes left to join @ailbhes who will talk about #PositiveAgeing and challenging stereotypes with @MTU_ie 

To register for this free event click here: Meeting Registration - Zoom 
#ReframeingAgeing
#AgeEquality
#PositiveAgeingWeek
#LifeLongLearning https://t.co/OmEsdvofNb"
742,"@cmclarke76 will be on The Joe Finnegan Show on @NorthernSoundFM shortly to talk about how #PositiveAgeingWeek is reframing ageing
https://t.co/Lm8L7Bub8p 

#ReframingAgeing
#AgeEquality"
747,"Our Donors believe in #EmpoweringGenerations, our Older Persons Fund is now OPEN for grant applications https://t.co/c83uyG3chG  #PositiveAgeingWeek2021 @AgeAction @NWCI @activeirl @AgeSector @stjamesdublin @ALONE_IRELAND @alzheimersocirl @Age_Opp @seniorsparl @PhilanthropyIE"
749,@goggshealy @AgeAction Thank you - Bit like coming out really!
751,Inimitable @ailbhes - ageing as she does everything else - with humour passion and positivity- @AgeAction great campaign. https://t.co/bFQEKi78le
